id,units,title,Date of Release,notes
CD12NRNJ,Percent,"National Rate on Non-Jumbo Deposits (less than $100,000): 12 Month CD",,"The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
CD12RCJD,Percent,"Rate Cap on Jumbo Deposits (greater or equal to $100,000): 12 Month CD",,"The rate cap is determined by adding 75 basis points to the national rate. The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
CD12RCNJ,Percent,"Rate Cap on Non-Jumbo Deposits (less than $100,000): 12 Month CD",,"The rate cap is determined by adding 75 basis points to the national rate. The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
CD1NRJD,Percent,"National Rate on Jumbo Deposits (greater or equal to $100,000): 1 Month CD",,"The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
CD1NRNJ,Percent,"National Rate on Non-Jumbo Deposits (less than $100,000): 1 Month CD",,"The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
CD1RCJD,Percent,"Rate Cap on Jumbo Deposits (greater or equal to $100,000): 1 Month CD",,"The rate cap is determined by adding 75 basis points to the national rate. The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
CD1RCNJ,Percent,"Rate Cap on Non-Jumbo Deposits (less than $100,000): 1 Month CD",,"The rate cap is determined by adding 75 basis points to the national rate. The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
CD24NRJD,Percent,"National Rate on Jumbo Deposits (greater or equal to $100,000): 24 Month CD",,"The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
CD24NRNJ,Percent,"National Rate on Non-Jumbo Deposits (less than $100,000): 24 Month CD",,"The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
CD24RCJD,Percent,"Rate Cap on Jumbo Deposits (greater or equal to $100,000): 24 Month CD",,"The rate cap is determined by adding 75 basis points to the national rate. The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
