id,units,title,notes,Mean
BAMLC1A0C13Y,Percent,BofA Merrill Lynch US Corporate 1-3 Year Option-Adjusted Spreadë©,"The BofA Merrill Lynch Option-Adjusted Spreads (OASs) are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond_Ñés OAS, weighted by market capitalization. The US Corporate 1-3 Year OAS is a subset of the BofA Merrill Lynch US Corporate Master OAS, BAMLC0A0CM. This subset includes all securities with a remaining term to maturity of less than 3 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.   Source BofA Merrill Lynch, used with permission. BOFA MERRILL LYNCH IS LICENSING THE BOFA MERRILL LYNCH INDICES _ÑÒAS IS,_Ñù MAKES NO WARRANTIES REGARDING THE SAME , DOES NOT GUARANTEE THE SUITABILITY, QUALITY, ACCURACY, TIMELINESS, AND/ OR COMPLETENESS OF THE BOFA MERRILL LYNCH INDICIES OR ANY DATA INCLUDED IN, RELATED TO, OR DERIVED THEREFROM, ASSUMES NO LIABILITY IN CONNECTION WITH THEIR USE, AND DOES NOT SPONSOR, ENDORSE, OR RECOMMEND, [FRBSL], OR ANY OF ITS PRODUCTS OR SERVICES.   Copyright, 2014, Bank of America Corporation. Reprinted with permission.",8.90E-05
BAMLC1A0C13YEY,Percent,BofA Merrill Lynch US Corporate 1-3 Year Effective Yieldë©,"This data represents the effective yield of the BofA Merrill Lynch US Corporate 1-3 Year Index, a subset of the BofA Merrill Lynch US Corporate Master Index tracking the performance of US dollar denominated investment grade rated corporate debt publically issued in the US domestic market. This subset includes all securities with a remaining term to maturity of less than 3 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.   Source BofA Merrill Lynch, used with permission. BOFA MERRILL LYNCH IS LICENSING THE BOFA MERRILL LYNCH INDICES _ÑÒAS IS,_Ñù MAKES NO WARRANTIES REGARDING THE SAME , DOES NOT GUARANTEE THE SUITABILITY, QUALITY, ACCURACY, TIMELINESS, AND/ OR COMPLETENESS OF THE BOFA MERRILL LYNCH INDICIES OR ANY DATA INCLUDED IN, RELATED TO, OR DERIVED THEREFROM, ASSUMES NO LIABILITY IN CONNECTION WITH THEIR USE, AND DOES NOT SPONSOR, ENDORSE, OR RECOMMEND, [FRBSL], OR ANY OF ITS PRODUCTS OR SERVICES.   Copyright, 2014, Bank of America Corporation. Reprinted with permission.",-0.000995653
BAMLC1A0C13YSYTW,Percent,BofA Merrill Lynch US Corporate 1-3 Year Semi-Annual Yield to Worstë©,"This data represents the semi-annual yield to worst of the BofA Merrill Lynch US Corporate 1-3 Year Index, a subset of the BofA Merrill Lynch US Corporate Master Index tracking the performance of US dollar denominated investment grade rated corporate debt publically issued in the US domestic market. This subset includes all securities with a remaining term to maturity of less than 3 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.   Yield to worst is the lowest potential yield that a bond can generate without the issuer defaulting. The standard US convention for this series is to use semi-annual coupon payments, whereas the standard in the foreign markets is to use coupon payments with frequencies of annual, semi-annual, quarterly, and monthly.    Source BofA Merrill Lynch, used with permission. BOFA MERRILL LYNCH IS LICENSING THE BOFA MERRILL LYNCH INDICES ""AS IS"" MAKES NO WARRANTIES REGARDING THE SAME , DOES NOT GUARANTEE THE SUITABILITY, QUALITY, ACCURACY, TIMELINESS, AND/ OR COMPLETENESS OF THE BOFA MERRILL LYNCH INDICIES OR ANY DATA INCLUDED IN, RELATED TO, OR DERIVED THEREFROM, ASSUMES NO LIABILITY IN CONNECTION WITH THEIR USE, AND DOES NOT SPONSOR, ENDORSE, OR RECOMMEND, [FRBSL], OR ANY OF ITS PRODUCTS OR SERVICES.    Copyright, 2014, Bank of America Corporation. Reprinted with permission.",-0.000985303
BAMLC2A0C35Y,Percent,BofA Merrill Lynch US Corporate 3-5 Year Option-Adjusted Spreadë©,"The BofA Merrill Lynch Option-Adjusted Spreads (OASs) are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond_Ñés OAS, weighted by market capitalization. The US Corporate 3-5 Year OAS is a subset of the BofA Merrill Lynch US Corporate Master OAS, BAMLC0A0CM. This subset includes all securities with a remaining term to maturity of greater than or equal to 3 years and less than 5 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.   Source BofA Merrill Lynch, used with permission. BOFA MERRILL LYNCH IS LICENSING THE BOFA MERRILL LYNCH INDICES _ÑÒAS IS,_Ñù MAKES NO WARRANTIES REGARDING THE SAME , DOES NOT GUARANTEE THE SUITABILITY, QUALITY, ACCURACY, TIMELINESS, AND/ OR COMPLETENESS OF THE BOFA MERRILL LYNCH INDICIES OR ANY DATA INCLUDED IN, RELATED TO, OR DERIVED THEREFROM, ASSUMES NO LIABILITY IN CONNECTION WITH THEIR USE, AND DOES NOT SPONSOR, ENDORSE, OR RECOMMEND, [FRBSL], OR ANY OF ITS PRODUCTS OR SERVICES.   Copyright, 2014, Bank of America Corporation. Reprinted with permission.",0.000128338
BAMLC2A0C35YEY,Percent,BofA Merrill Lynch US Corporate 3-5 Year Effective Yieldë©,"This data represents the effective yield of the BofA Merrill Lynch US Corporate 3-5 Year Index, a subset of the BofA Merrill Lynch US Corporate Master Index tracking the performance of US dollar denominated investment grade rated corporate debt publically issued in the US domestic market. This subset includes all securities with a remaining term to maturity of greater than or equal to 3 years and less than 5 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.   Source BofA Merrill Lynch, used with permission. BOFA MERRILL LYNCH IS LICENSING THE BOFA MERRILL LYNCH INDICES _ÑÒAS IS,_Ñù MAKES NO WARRANTIES REGARDING THE SAME , DOES NOT GUARANTEE THE SUITABILITY, QUALITY, ACCURACY, TIMELINESS, AND/ OR COMPLETENESS OF THE BOFA MERRILL LYNCH INDICIES OR ANY DATA INCLUDED IN, RELATED TO, OR DERIVED THEREFROM, ASSUMES NO LIABILITY IN CONNECTION WITH THEIR USE, AND DOES NOT SPONSOR, ENDORSE, OR RECOMMEND, [FRBSL], OR ANY OF ITS PRODUCTS OR SERVICES.   Copyright, 2014, Bank of America Corporation. Reprinted with permission.",-0.000879735
BAMLC2A0C35YSYTW,Percent,BofA Merrill Lynch US Corporate 3-5 Year Semi-Annual Yield to Worstë©,"This data represents the semi-annual yield to worst of the BofA Merrill Lynch US Corporate 3-5 Year Index, a subset of the BofA Merrill Lynch US Corporate Master Index tracking the performance of US dollar denominated investment grade rated corporate debt publically issued in the US domestic market. This subset includes all securities with a remaining term to maturity of greater than or equal to 3 years and less than 5 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.   Yield to worst is the lowest potential yield that a bond can generate without the issuer defaulting. The standard US convention for this series is to use semi-annual coupon payments, whereas the standard in the foreign markets is to use coupon payments with frequencies of annual, semi-annual, quarterly, and monthly.   Source BofA Merrill Lynch, used with permission. BOFA MERRILL LYNCH IS LICENSING THE BOFA MERRILL LYNCH INDICES ""AS IS"" MAKES NO WARRANTIES REGARDING THE SAME , DOES NOT GUARANTEE THE SUITABILITY, QUALITY, ACCURACY, TIMELINESS, AND/ OR COMPLETENESS OF THE BOFA MERRILL LYNCH INDICIES OR ANY DATA INCLUDED IN, RELATED TO, OR DERIVED THEREFROM, ASSUMES NO LIABILITY IN CONNECTION WITH THEIR USE, AND DOES NOT SPONSOR, ENDORSE, OR RECOMMEND, [FRBSL], OR ANY OF ITS PRODUCTS OR SERVICES.     Copyright, 2014, Bank of America Corporation. Reprinted with permission.",-0.000873525
BAMLC3A0C57Y,Percent,BofA Merrill Lynch US Corporate 5-7 Year Option-Adjusted Spreadë©,"The BofA Merrill Lynch Option-Adjusted Spreads (OASs) are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond_Ñés OAS, weighted by market capitalization. The US Corporate 3-5 Year OAS is a subset of the BofA Merrill Lynch US Corporate Master OAS, BAMLC0A0CM. This subset includes all securities with a remaining term to maturity of greater than or equal to 3 years and less than 5 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.   Source BofA Merrill Lynch, used with permission. BOFA MERRILL LYNCH IS LICENSING THE BOFA MERRILL LYNCH INDICES _ÑÒAS IS,_Ñù MAKES NO WARRANTIES REGARDING THE SAME , DOES NOT GUARANTEE THE SUITABILITY, QUALITY, ACCURACY, TIMELINESS, AND/ OR COMPLETENESS OF THE BOFA MERRILL LYNCH INDICIES OR ANY DATA INCLUDED IN, RELATED TO, OR DERIVED THEREFROM, ASSUMES NO LIABILITY IN CONNECTION WITH THEIR USE, AND DOES NOT SPONSOR, ENDORSE, OR RECOMMEND, [FRBSL], OR ANY OF ITS PRODUCTS OR SERVICES.   Copyright, 2014, Bank of America Corporation. Reprinted with permission.",0.000171807
BAMLC3A0C57YEY,Percent,BofA Merrill Lynch US Corporate 5-7 Year Effective Yieldë©,"This data represents the effective yield of the BofA Merrill Lynch US Corporate 5-7 Year Index, a subset of the BofA Merrill Lynch US Corporate Master Index tracking the performance of US dollar denominated investment grade rated corporate debt publically issued in the US domestic market. This subset includes all securities with a remaining term to maturity of greater than or equal to 5 years and less than 7 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.   Source BofA Merrill Lynch, used with permission. BOFA MERRILL LYNCH IS LICENSING THE BOFA MERRILL LYNCH INDICES _ÑÒAS IS,_Ñù MAKES NO WARRANTIES REGARDING THE SAME , DOES NOT GUARANTEE THE SUITABILITY, QUALITY, ACCURACY, TIMELINESS, AND/ OR COMPLETENESS OF THE BOFA MERRILL LYNCH INDICIES OR ANY DATA INCLUDED IN, RELATED TO, OR DERIVED THEREFROM, ASSUMES NO LIABILITY IN CONNECTION WITH THEIR USE, AND DOES NOT SPONSOR, ENDORSE, OR RECOMMEND, [FRBSL], OR ANY OF ITS PRODUCTS OR SERVICES.   Copyright, 2014, Bank of America Corporation. Reprinted with permission.",-0.000763817
BAMLC3A0C57YSYTW,Percent,BofA Merrill Lynch US Corporate 5-7 Year Semi-Annual Yield to Worstë©,"This data represents the semi-annual yield to worst of the BofA Merrill Lynch US Corporate 5-7 Year Index, a subset of the BofA Merrill Lynch US Corporate Master Index tracking the performance of US dollar denominated investment grade rated corporate debt publically issued in the US domestic market. This subset includes all securities with a remaining term to maturity of greater than or equal to 5 years and less than 7 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.   Yield to worst is the lowest potential yield that a bond can generate without the issuer defaulting. The standard US convention for this series is to use semi-annual coupon payments, whereas the standard in the foreign markets is to use coupon payments with frequencies of annual, semi-annual, quarterly, and monthly.    Source BofA Merrill Lynch, used with permission. BOFA MERRILL LYNCH IS LICENSING THE BOFA MERRILL LYNCH INDICES ""AS IS"" MAKES NO WARRANTIES REGARDING THE SAME , DOES NOT GUARANTEE THE SUITABILITY, QUALITY, ACCURACY, TIMELINESS, AND/ OR COMPLETENESS OF THE BOFA MERRILL LYNCH INDICIES OR ANY DATA INCLUDED IN, RELATED TO, OR DERIVED THEREFROM, ASSUMES NO LIABILITY IN CONNECTION WITH THEIR USE, AND DOES NOT SPONSOR, ENDORSE, OR RECOMMEND, [FRBSL], OR ANY OF ITS PRODUCTS OR SERVICES.     Copyright, 2014, Bank of America Corporation. Reprinted with permission.",-0.000757607
BAMLC4A0C710Y,Percent,BofA Merrill Lynch US Corporate 7-10 Year Option-Adjusted Spreadë©,"The BofA Merrill Lynch Option-Adjusted Spreads (OASs) are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond_Ñés OAS, weighted by market capitalization. The US Corporate 7-10 Year OAS is a subset of the BofA Merrill Lynch US Corporate Master OAS, BAMLC0A0CM. This subset includes all securities with a remaining term to maturity of greater than or equal to 7 years and less than 10 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.   Source BofA Merrill Lynch, used with permission. BOFA MERRILL LYNCH IS LICENSING THE BOFA MERRILL LYNCH INDICES _ÑÒAS IS,_Ñù MAKES NO WARRANTIES REGARDING THE SAME , DOES NOT GUARANTEE THE SUITABILITY, QUALITY, ACCURACY, TIMELINESS, AND/ OR COMPLETENESS OF THE BOFA MERRILL LYNCH INDICIES OR ANY DATA INCLUDED IN, RELATED TO, OR DERIVED THEREFROM, ASSUMES NO LIABILITY IN CONNECTION WITH THEIR USE, AND DOES NOT SPONSOR, ENDORSE, OR RECOMMEND, [FRBSL], OR ANY OF ITS PRODUCTS OR SERVICES.   Copyright, 2014, Bank of America Corporation. Reprinted with permission.",0.000213206
